Casename	Study	stat_para	stat_aneu	stat_red	stat_yel	stat_wht	stat_dom	stat_bod	stat_nek	stat_part	stat_press	
nwh016.1	msa.1	min	113208.17	151226.60	     0.00	114186.67	167979.60	113208.17	132151.32	  1071.49	  1071.49	
nwh016.1	msa.1	stddev	484319.37	454822.50	     0.00	374732.52	399477.72	565461.35	378677.93	312256.43	407380.09	
nwh018.1	msa.1	mean	1007663.03	955238.86	     0.00	803640.25	878315.51	1002322.46	1172063.90	430338.52	551214.78	
nwh018.1	msa.1	max	2902282.49	2701478.07	     0.00	2004223.88	2902282.49	2705591.96	2250267.95	1863568.43	2902282.49	
nwh018.1	msa.1	min	  6956.71	  6956.71	     0.00	 17588.98	 17588.98	  6956.71	 20529.48	   765.08	   765.08	
nwh018.1	msa.1	stddev	566456.16	615821.07	     0.00	402252.24	562702.83	551174.83	563895.44	257763.62	418194.65	
nwh019.1	msa.1	mean	916748.82	901526.68	     0.00	708444.44	881733.21	945421.21	905105.74	295007.08	431882.30	
nwh019.1	msa.1	max	1823359.28	1774985.19	     0.00	1537315.93	1711992.61	1823359.28	1564485.80	1387091.28	1823359.28	
nwh019.1	msa.1	min	  2589.46	  2589.46	     0.00	 14846.55	107000.08	  2589.46	 15564.10	   392.99	   392.99	
nwh019.1	msa.1	stddev	449540.15	474106.45	     0.00	273731.52	369529.15	500269.11	433904.11	171710.56	365853.36	
uic002.1	msa.1	mean	688230.63	510287.41	     0.00	1023284.92	550585.79	612538.09	1022772.45	520043.19	530697.05	
uic002.1	msa.1	max	2787626.53	1425973.27	     0.00	2787626.53	895443.24	2083556.36	2787626.53	2032706.00	2787626.53	
uic002.1	msa.1	min	  4048.91	  4048.91	     0.00	 94177.91	 77219.40	 11080.58	  4048.91	   145.62	   145.62	
uic002.1	msa.1	stddev	437365.23	260410.30	     0.00	616972.27	152484.70	359270.07	623067.63	275641.40	292540.99	
uic002.2	msa.1	mean	999628.55	1069263.43	     0.00	1410792.71	942447.69	1049671.18	938223.22	514369.98	521236.25	
uic002.2	msa.1	max	1557642.07	1501761.11	     0.00	1557642.07	1243074.34	1557642.07	1531809.64	1792313.07	1792313.07	
uic002.2	msa.1	min	126970.80	456354.43	     0.00	1198927.00	603217.29	256216.62	126970.80	   643.90	   643.90	
uic002.2	msa.1	stddev	317686.33	213470.66	     0.00	 95932.22	121196.78	302360.94	419894.37	283775.71	289638.37	
uic005.1	msa.1	mean	627313.37	     0.00	     0.00	     0.00	530040.85	699039.66	609203.76	390272.35	427135.44	
uic005.1	msa.1	max	1171411.45	     0.00	     0.00	     0.00	1034199.52	1171411.45	1124190.44	1024988.28	1171411.45	
uic005.1	msa.1	min	  3791.78	     0.00	     0.00	     0.00	  3791.78	  5647.89	 41238.90	    48.44	    48.44	
uic005.1	msa.1	stddev	312097.59	     0.00	     0.00	     0.00	269847.42	333111.46	270705.83	201034.07	238026.52	
uic007.2	msa.1	mean	1095482.51	1131321.65	     0.00	     0.00	1180748.59	929833.81	1365744.48	566413.50	659353.93	
uic007.2	msa.1	max	3100261.59	2272654.16	     0.00	     0.00	2502436.07	2231656.81	3100261.59	2859690.38	3100261.59	
uic007.2	msa.1	min	  4478.04	  6179.38	     0.00	     0.00	 11213.60	  6179.38	  4478.04	   329.84	   329.84	
uic007.2	msa.1	stddev	599361.93	517315.49	     0.00	     0.00	577426.69	490820.51	736461.97	287594.87	414513.16	
uic009.3	msa.1	mean	1140971.96	1227143.68	     0.00	1279057.72	1189295.05	1138664.35	1090805.22	367571.59	521397.84	
uic009.3	msa.1	max	2449602.21	1727692.12	     0.00	2449602.21	2181066.88	2210359.17	2449602.21	1735294.90	2449602.21	
uic009.3	msa.1	min	  6482.63	945225.73	     0.00	 49316.98	264110.96	 49316.98	  6482.63	   579.39	   579.39	
uic009.3	msa.1	stddev	510056.57	227339.53	     0.00	593656.12	377689.13	534374.78	581390.43	209418.65	426830.71	
uic010.1	msa.1	mean	913188.98	767887.30	     0.00	794334.62	769406.24	876039.17	1150223.42	450765.65	502957.55	
uic010.1	msa.1	max	2361944.92	1648189.28	     0.00	1354305.77	1354305.77	1902167.07	2361944.92	1919034.40	2361944.92	
uic010.1	msa.1	min	  3624.19	  3624.19	     0.00	 12041.19	 27682.44	  3624.19	149272.54	   553.81	   553.81	
uic010.1	msa.1	stddev	451114.56	423804.20	     0.00	303990.33	291828.75	448535.38	507361.45	275335.77	334115.13	
uic011.1	msa.1	mean	1055061.95	1248779.33	     0.00	     0.00	850541.45	991001.64	1394275.29	617310.70	678683.48	
uic011.1	msa.1	max	2636953.66	1516584.89	     0.00	     0.00	1516584.89	2017390.68	2636953.66	2346245.27	2636953.66	
uic011.1	msa.1	min	  4319.48	461260.65	     0.00	     0.00	  4319.48	 29466.77	436287.30	   519.16	   519.16	
uic011.1	msa.1	stddev	479619.33	307461.43	     0.00	     0.00	422076.80	392867.47	519367.58	341278.17	394324.56	
uic015	msa.1	mean	1105628.29	717251.68	     0.00	1309440.45	866254.25	1182963.84	1340199.98	534331.34	651080.79	
uic015	msa.1	max	3653310.83	1697405.19	     0.00	2375115.04	2292519.58	2486909.96	3653310.83	3333206.13	3653310.83	
uic015	msa.1	min	  2009.80	  2009.80	     0.00	  2546.91	  2546.91	  2009.80	 22938.65	   316.02	   316.02	
uic015	msa.1	stddev	619111.60	321445.81	     0.00	718987.27	507632.45	641285.58	605250.54	331564.73	479176.69	
uic019.1	msa.1	mean	1132907.34	1239378.99	     0.00	1414094.92	771800.01	1224173.47	1299910.99	470538.73	611772.51	
uic019.1	msa.1	max	4276655.18	3618506.77	     0.00	4276655.18	1881561.03	4276655.18	2962309.59	2047035.09	4276655.18	
uic019.1	msa.1	min	  1890.18	 13947.60	     0.00	492853.32	  5218.19	  1890.18	 66908.52	   194.14	   194.14	
uic019.1	msa.1	stddev	601594.13	838887.30	     0.00	584272.55	360803.70	680871.87	482992.23	332205.27	487442.43	
uic020.1	msa.1	mean	1563041.88	     0.00	     0.00	1599635.42	1173638.66	1630348.16	1933779.57	478680.07	877055.48	
uic020.1	msa.1	max	4616276.59	     0.00	     0.00	4616276.59	3041694.04	4616276.59	4003793.10	3339379.34	4616276.59	
uic020.1	msa.1	min	  5442.80	     0.00	     0.00	  5442.80	  5442.80	  5726.91	 33024.96	   477.48	   477.48	
uic020.1	msa.1	stddev	834965.10	     0.00	     0.00	822878.65	675218.47	832657.34	825142.82	314880.35	769500.27	
uic021.1	msa.1	mean	1327085.30	904756.17	     0.00	1163576.34	1230403.67	1427374.77	1247572.42	441567.14	660069.57	
uic021.1	msa.1	max	3945243.53	2803253.24	     0.00	3945243.53	3945243.53	3795299.79	2678634.34	2485951.40	3945243.53	
uic021.1	msa.1	min	   590.10	  8480.68	     0.00	 11545.43	 11545.43	  8480.68	   590.10	   165.92	   165.92	
uic021.1	msa.1	stddev	748670.53	596940.89	     0.00	731616.43	776522.39	768904.83	627007.39	292488.04	590330.60	
uic023.1	msa.1	mean	1317924.20	1051186.44	     0.00	1179528.99	1162798.79	1220666.26	1710238.51	533944.43	738179.87	
uic023.1	msa.1	max	4474256.88	2593072.90	     0.00	2850943.11	2888358.16	3370041.96	4474256.88	5150871.38	5150871.38	
uic023.1	msa.1	min	  9436.73	 11147.08	     0.00	  9436.73	 11147.08	  9436.73	 63261.87	   114.87	   114.87	
uic023.1	msa.1	stddev	780598.59	660763.92	     0.00	741606.41	657886.18	746700.29	856533.62	438988.67	647804.25	
uic024.1	msa.1	mean	904083.71	882491.46	     0.00	     0.00	679038.12	916298.16	1125859.02	456369.63	545847.84	
uic024.1	msa.1	max	3217215.32	2209680.74	     0.00	     0.00	1057996.36	1860213.47	3217215.32	3238190.64	3238190.64	
uic024.1	msa.1	min	   998.40	375871.24	     0.00	     0.00	   998.40	127592.63	 76454.81	   288.79	   288.79	
uic024.1	msa.1	stddev	369848.02	353730.49	     0.00	     0.00	190281.19	278831.99	504463.60	266499.18	341619.15	
uic027.1	msa.1	mean	844344.58	780618.66	     0.00	795753.16	570244.18	981493.64	900233.91	384205.37	437685.77	
uic027.1	msa.1	max	1766606.19	1222352.69	     0.00	1766606.19	1310565.09	1766606.19	1726375.16	1476485.12	1766606.19	
uic027.1	msa.1	min	   704.16	568161.68	     0.00	   704.16	   704.16	175426.78	348371.54	   180.74	   180.74	
uic027.1	msa.1	stddev	377814.12	146112.16	     0.00	398560.11	333821.78	346277.16	310234.90	232825.61	293677.12	
uic029.1	msa.1	mean	1196658.02	631994.19	     0.00	     0.00	1203964.55	1261004.14	1077117.56	381369.87	493580.06	
uic029.1	msa.1	max	2611914.07	1385368.73	     0.00	     0.00	1982957.60	2611914.07	2195643.94	1962616.37	2611914.07	
uic029.1	msa.1	min	 63275.75	 78016.84	     0.00	     0.00	154126.51	 78016.84	 63275.75	   341.48	   341.48	
uic029.1	msa.1	stddev	477900.76	321401.73	     0.00	     0.00	324079.10	525002.20	505567.34	266862.41	414415.57	
uic032.1	msa.1	mean	618855.12	586215.57	     0.00	     0.00	511733.75	658326.81	654061.38	345375.39	355115.79	
uic032.1	msa.1	max	1064521.48	1064521.48	     0.00	     0.00	1057714.44	1064521.48	1051049.67	1168091.84	1168091.84	
uic032.1	msa.1	min	 31728.29	 31728.29	     0.00	     0.00	100010.49	 31728.29	 98245.41	   394.70	   394.70	
uic032.1	msa.1	stddev	259094.93	257307.56	     0.00	     0.00	220336.22	270294.58	244783.62	193259.46	202432.31	
uic034.1	msa.1	mean	1557224.06	1204048.06	     0.00	     0.00	1237859.87	1635345.75	1860902.86	452686.99	845890.43	
uic034.1	msa.1	max	6834656.77	5446712.98	     0.00	     0.00	4854266.63	6834656.77	3656795.38	3077009.41	6834656.77	
uic034.1	msa.1	min	  3656.22	 20506.73	     0.00	     0.00	  5653.35	 29862.83	  3656.22	   170.88	   170.88	
uic034.1	msa.1	stddev	787281.58	715973.13	     0.00	     0.00	694810.38	702635.36	927418.25	328397.53	754850.12	
uic036.1	msa.1	mean	988211.47	767198.21	     0.00	966379.54	686811.93	1009939.40	1210925.40	450125.79	543381.76	
uic036.1	msa.1	max	3355415.77	2506731.59	     0.00	2384439.05	2464683.89	2506731.59	3355415.77	3488751.43	3488751.43	
uic036.1	msa.1	min	  3295.30	  3295.30	     0.00	  5832.64	  3295.30	  5832.64	  3824.61	    87.01	    87.01	
uic036.1	msa.1	stddev	559325.42	454630.82	     0.00	479557.44	357935.56	573773.43	559154.43	282771.20	402248.79	
uic037.1	msa.1	mean	1319428.61	1176100.41	     0.00	1086203.20	1411111.43	1060542.50	1814779.67	540669.77	755685.30	
uic037.1	msa.1	max	4552322.12	3221215.29	     0.00	4131932.89	2203058.89	3725769.86	4552322.12	4525289.28	4552322.12	
uic037.1	msa.1	min	  4990.44	  4990.44	     0.00	 15134.67	264340.30	  4990.44	 15134.67	  1384.51	  1384.51	
uic037.1	msa.1	stddev	695465.08	536313.57	     0.00	648094.43	397011.22	590089.10	892568.68	353154.98	587400.29	
uic038.1	msa.1	mean	1375015.15	773647.26	     0.00	1336492.68	1103304.49	1399325.22	1683734.92	484293.27	730041.01	
uic038.1	msa.1	max	3098052.60	1556252.80	     0.00	2976405.01	2224852.94	2728239.20	3098052.60	2908082.28	3098052.60	
uic038.1	msa.1	min	  2513.95	 80509.54	     0.00	185458.62	  3765.76	  2513.95	 13859.93	     7.19	     7.19	
uic038.1	msa.1	stddev	707241.93	376582.14	     0.00	696800.36	529144.16	688575.06	817056.44	324457.13	610516.48	
uic039.1	msa.1	mean	1209337.49	791461.54	     0.00	1324359.52	796032.70	1225303.30	1595749.12	462906.89	594746.42	
uic039.1	msa.1	max	2924652.61	2121538.90	     0.00	2924652.61	2016560.29	2814748.28	2924652.61	2504347.98	2924652.61	
uic039.1	msa.1	min	  1970.21	 13266.96	     0.00	  1970.21	  3744.21	  1970.21	 13266.96	   218.37	   218.37	
uic039.1	msa.1	stddev	709709.09	529392.48	     0.00	683866.23	440745.36	658547.46	796468.25	320929.22	504772.95	
uic041.1	msa.1	mean	570796.24	532542.88	     0.00	     0.00	566328.89	572569.42	571189.24	315998.62	323231.73	
uic041.1	msa.1	max	931603.90	753899.12	     0.00	     0.00	730785.80	898359.76	931603.90	898331.71	931603.90	
uic041.1	msa.1	min	 12831.23	314571.41	     0.00	     0.00	233781.93	 55618.64	 12831.23	   362.17	   362.17	
uic041.1	msa.1	stddev	178827.47	111712.97	     0.00	     0.00	 89672.02	190479.70	203043.23	167783.54	173351.22	
uic042.1	msa.1	mean	463000.82	     0.00	     0.00	417377.12	376665.81	486660.82	481829.40	208972.31	227659.72	
uic042.1	msa.1	max	863867.93	     0.00	     0.00	863867.93	703644.59	861113.47	863867.93	740420.30	863867.93	
uic042.1	msa.1	min	  1953.42	     0.00	     0.00	  1953.42	138853.92	 13932.69	  1953.42	   337.37	   337.37	
uic042.1	msa.1	stddev	214553.24	     0.00	     0.00	208881.61	151903.37	226475.24	215757.77	118640.43	144306.62	
uic042.2	msa.1	mean	676878.02	724143.43	     0.00	     0.00	506715.96	689707.65	815206.75	302568.87	341150.54	
uic042.2	msa.1	max	1925108.05	1581597.77	     0.00	     0.00	1110730.25	1534629.70	1925108.05	1726878.09	1925108.05	
uic042.2	msa.1	min	  4823.15	  4823.15	     0.00	     0.00	  9956.24	  4823.15	 17900.55	   399.58	   399.58	
uic042.2	msa.1	stddev	433305.50	410287.39	     0.00	     0.00	218928.89	423124.61	538311.94	216067.67	272357.67	
uic043.1	msa.1	mean	417089.25	431187.01	     0.00	     0.00	284785.06	465459.57	462198.40	595304.28	591084.94	
uic043.1	msa.1	max	1028336.40	1195498.52	     0.00	     0.00	649059.96	766219.01	1028336.40	1483232.17	1483232.17	
uic043.1	msa.1	min	   333.41	   333.41	     0.00	     0.00	   333.41	 20235.74	  3116.86	   115.33	   115.33	
uic043.1	msa.1	stddev	210279.24	221707.39	     0.00	     0.00	181375.22	177087.94	231322.92	319679.11	318678.89	
uic043.2	msa.1	mean	761294.09	400049.71	     0.00	     0.00	521212.93	814740.73	926531.95	559793.91	577200.67	
uic043.2	msa.1	max	2419183.73	1052539.34	     0.00	     0.00	1210372.05	2068456.09	2419183.73	1650911.92	2419183.73	
uic043.2	msa.1	min	 13717.65	 27545.68	     0.00	     0.00	 13717.65	 24518.74	129186.26	   336.29	   336.29	
uic043.2	msa.1	stddev	421641.48	222406.75	     0.00	     0.00	271197.97	400748.37	479864.72	319001.42	333966.16	
uic044.1	msa.1	mean	703905.47	622921.87	     0.00	     0.00	612963.64	687447.98	827598.68	419189.05	434259.52	
uic044.1	msa.1	max	1476389.82	1273033.10	     0.00	     0.00	883311.20	1350094.25	1476389.82	1397150.31	1476389.82	
uic044.1	msa.1	min	  4469.68	 19501.48	     0.00	     0.00	274148.92	 33483.97	  4469.68	    43.06	    43.06	
uic044.1	msa.1	stddev	326198.44	326168.47	     0.00	     0.00	122366.10	331042.45	412623.33	236648.84	250468.07	
uic045.1	msa.1	mean	832572.50	776130.55	     0.00	631008.75	598762.48	872000.58	979404.37	403841.71	487993.00	
uic045.1	msa.1	max	2589899.29	2359272.26	     0.00	1813284.31	1584505.27	2004098.73	2589899.29	2517902.68	2589899.29	
uic045.1	msa.1	min	  7742.84	  7742.84	     0.00	 13222.58	 13222.58	  7742.84	 16420.22	   373.98	   373.98	
uic045.1	msa.1	stddev	441836.50	385738.18	     0.00	332938.89	285724.82	406821.56	551531.57	238038.02	335938.92	
uic045.2	msa.1	mean	841375.25	719153.90	     0.00	     0.00	621196.09	856891.68	1035517.67	392723.71	438812.15	
uic045.2	msa.1	max	2077133.44	2046185.90	     0.00	     0.00	2030912.50	2046185.90	2077133.44	1995555.22	2077133.44	
uic045.2	msa.1	min	 20321.74	 20321.74	     0.00	     0.00	 20321.74	 35929.56	 25532.53	   471.73	   471.73	
uic045.2	msa.1	stddev	434114.82	460657.47	     0.00	     0.00	394619.71	378341.86	470995.60	245238.55	303111.67	
uic047.1	msa.1	mean	1117516.60	766329.27	     0.00	963226.84	1369961.64	871228.91	1387989.85	454578.23	581169.51	
uic047.1	msa.1	max	4897969.53	2157140.96	     0.00	1739824.12	2501398.49	2235298.28	4897969.53	4754106.62	4897969.53	
uic047.1	msa.1	min	  3087.58	  9164.22	     0.00	534764.16	 81157.33	  3087.58	  9164.22	   118.05	   118.05	
uic047.1	msa.1	stddev	641654.14	409029.63	     0.00	294612.15	632219.66	404353.12	834310.37	280355.91	458374.62	
uic048.1	msa.1	mean	498734.75	506176.58	     0.00	     0.00	335576.19	552537.64	563220.16	482945.97	483597.49	
uic048.1	msa.1	max	1040232.10	1040232.10	     0.00	     0.00	720189.87	988792.44	1040232.10	1129567.64	1129567.64	
uic048.1	msa.1	min	   436.32	   436.32	     0.00	     0.00	   436.32	118952.40	  3002.75	   471.81	   436.32	
uic048.1	msa.1	stddev	224166.17	217065.75	     0.00	     0.00	178254.51	182062.43	253196.91	288595.82	286241.41	
uic051.1	msa.1	mean	621465.54	522780.52	     0.00	     0.00	640760.64	622622.67	606041.54	338863.71	357289.70	
uic051.1	msa.1	max	1182937.36	922679.60	     0.00	     0.00	802608.02	1082509.86	1182937.36	1181145.01	1182937.36	
uic051.1	msa.1	min	 32455.11	116083.53	     0.00	     0.00	475253.80	120963.58	 32455.11	  1246.52	  1246.52	
uic051.1	msa.1	stddev	236369.20	179300.90	     0.00	     0.00	 81184.89	202632.01	337389.10	188960.70	204667.00	
uic052.1	msa.1	mean	837589.21	721215.16	     0.00	     0.00	632118.88	811256.74	1056405.40	633666.68	652810.54	
uic052.1	msa.1	max	2258310.27	1530113.83	     0.00	     0.00	1009018.09	1941174.64	2258310.27	1941153.58	2258310.27	
uic052.1	msa.1	min	  2683.12	  8956.64	     0.00	     0.00	 35126.12	  8956.64	  2683.12	  2367.43	  2367.43	
uic052.1	msa.1	stddev	462220.86	297311.41	     0.00	     0.00	217521.42	401752.20	596788.50	243164.84	277799.33	
uic052.2	msa.1	mean	523387.49	     0.00	     0.00	492956.44	402450.19	544657.86	594979.05	398624.66	402917.76	
uic052.2	msa.1	max	1037177.75	     0.00	     0.00	1037177.75	756404.95	1037177.75	1028838.35	1424629.35	1424629.35	
uic052.2	msa.1	min	 11096.76	     0.00	     0.00	  2220.91	 32479.29	 11096.76	 12654.90	   371.90	   371.90	
uic052.2	msa.1	stddev	223291.70	     0.00	     0.00	217776.84	158998.23	221372.18	232502.08	263375.28	263082.65	
uic054.1	msa.1	mean	691636.33	304818.73	     0.00	     0.00	675219.35	629159.14	856675.11	431385.10	456124.44	
uic054.1	msa.1	max	1358554.40	458406.67	     0.00	     0.00	1030946.09	1142215.30	1358554.40	1422927.94	1422927.94	
uic054.1	msa.1	min	  1876.51	 67071.95	     0.00	     0.00	  5608.07	  1876.51	114150.99	   185.92	   185.92	
uic054.1	msa.1	stddev	284494.26	 88650.14	     0.00	     0.00	274885.61	225193.25	347744.42	234658.80	251695.37	
uic055.1	msa.1	mean	1030534.88	896774.93	     0.00	     0.00	853995.78	1051293.47	1361001.70	366846.12	585529.42	
uic055.1	msa.1	max	3434831.51	3231429.69	     0.00	     0.00	2405138.80	3434831.51	3050504.99	2041195.09	3434831.51	
uic055.1	msa.1	min	  1588.05	  2333.50	     0.00	     0.00	  1588.05	 11039.48	  9202.18	   618.09	   618.09	
uic055.1	msa.1	stddev	527156.14	467881.80	     0.00	     0.00	431149.63	508685.12	609702.95	215112.44	468942.15	
uic057.1	msa.1	mean	690482.23	686004.45	     0.00	515157.43	562568.56	687682.73	839271.28	404712.31	423251.99	
uic057.1	msa.1	max	1622282.51	1571941.49	     0.00	1286219.80	902775.83	1346345.32	1622282.51	1703007.69	1703007.69	
uic057.1	msa.1	min	 20097.33	 20097.33	     0.00	 36331.01	 20097.33	 33337.54	 50290.71	   307.34	   307.34	
uic057.1	msa.1	stddev	282472.13	278646.11	     0.00	283206.92	204846.12	251180.17	344544.45	227509.94	241937.18	
uic058.1	msa.1	mean	1010106.46	988777.26	     0.00	647140.26	908732.15	1096078.08	974369.92	347606.17	484787.55	
uic058.1	msa.1	max	2059372.98	1964502.94	     0.00	1899507.23	1732261.20	2059372.98	2028489.30	1776160.90	2059372.98	
uic058.1	msa.1	min	  3176.96	 11818.09	     0.00	 14762.62	 11818.09	  3176.96	  3916.89	    37.77	    37.77	
uic058.1	msa.1	stddev	513282.11	392134.92	     0.00	460006.07	376198.13	570882.12	531266.18	181716.79	390897.40	
uic067.1	msa.1	mean	1169347.78	1139820.16	     0.00	     0.00	1083702.04	1154505.93	1283374.41	422543.25	596542.48	
uic067.1	msa.1	max	2864869.03	2138092.39	     0.00	     0.00	2196457.14	2864869.03	2706897.54	2485694.00	2864869.03	
uic067.1	msa.1	min	  1418.98	 66663.28	     0.00	     0.00	 13769.46	  2884.19	  1418.98	   271.22	   271.22	
uic067.1	msa.1	stddev	626481.47	583467.09	     0.00	     0.00	472231.80	679865.01	618474.07	260281.55	493025.50	
uic067.2	msa.1	mean	817648.67	462158.88	     0.00	1165707.25	682888.40	849489.19	890348.05	352066.63	398024.69	
uic067.2	msa.1	max	1614908.04	1165111.41	     0.00	1221510.84	1044224.89	1614908.04	1503836.61	1337547.37	1614908.04	
uic067.2	msa.1	min	  1928.14	  1928.14	     0.00	994176.57	 98557.11	  1928.14	 11237.36	   441.28	   441.28	
uic067.2	msa.1	stddev	340212.74	246637.17	     0.00	 47661.26	167246.68	357018.94	394772.64	202256.91	259961.88	
uic069.1	msa.1	mean	1138779.51	     0.00	     0.00	     0.00	1004592.84	1247333.77	1138318.13	347349.70	550916.73	
uic069.1	msa.1	max	2831479.41	     0.00	     0.00	     0.00	2015171.73	2831479.41	2264234.51	1278145.27	2831479.41	
uic069.1	msa.1	min	  1281.80	     0.00	     0.00	     0.00	  1281.80	  5021.72	194515.20	    43.96	    43.96	
uic069.1	msa.1	stddev	558744.62	     0.00	     0.00	     0.00	502686.09	592433.67	516781.55	192493.38	476962.87	
uic070.2	msa.1	mean	997792.31	     0.00	     0.00	992269.71	719123.81	1139471.36	1229477.00	360622.39	483008.69	
uic070.2	msa.1	max	2796946.22	     0.00	     0.00	2796946.22	2323228.18	2314169.41	2796946.22	2508731.60	2796946.22	
uic070.2	msa.1	min	  6026.08	     0.00	     0.00	  6026.08	  6026.08	 71161.93	 94343.95	   225.40	   225.40	
uic070.2	msa.1	stddev	527285.71	     0.00	     0.00	527527.16	426265.60	495285.93	544825.19	220520.84	394581.73	
uic070.3	msa.1	mean	841282.46	819026.71	     0.00	538285.46	588671.76	821427.03	1075714.10	388623.44	419322.15	
uic070.3	msa.1	max	2437852.91	2136303.25	     0.00	2453424.36	1052072.70	1603450.39	2437852.91	2453424.36	2453424.36	
uic070.3	msa.1	min	   974.60	 18501.60	     0.00	  7707.22	   974.60	  1292.28	141416.32	   237.54	   237.54	
uic070.3	msa.1	stddev	405378.33	386379.09	     0.00	314084.01	250873.33	332109.27	484906.30	238074.02	277369.27	
uic071.1	msa.1	mean	905545.55	     0.00	     0.00	     0.00	934341.32	822843.78	1057749.58	424556.71	485650.14	
uic071.1	msa.1	max	2364944.54	     0.00	     0.00	     0.00	1412486.67	1740958.59	2364944.54	2285858.91	2364944.54	
uic071.1	msa.1	min	  4060.64	     0.00	     0.00	     0.00	384392.48	  4060.64	  9710.53	  1565.42	  1565.42	
uic071.1	msa.1	stddev	433655.99	     0.00	     0.00	     0.00	225511.16	408341.24	618913.17	235152.55	312749.68	
uic072.1	msa.1	mean	451861.58	497584.38	     0.00	398365.27	401813.54	490173.44	431078.13	276996.65	297735.77	
uic072.1	msa.1	max	686492.74	686492.74	     0.00	507254.51	638205.91	686492.74	666439.51	649269.58	686492.74	
uic072.1	msa.1	min	 10547.42	 71499.11	     0.00	320566.76	 10547.42	252258.16	267004.65	   526.32	   526.32	
uic072.1	msa.1	stddev	127068.50	120752.66	     0.00	 43839.13	155212.26	104340.85	 96992.77	154847.88	162004.57	
uic073.1	msa.1	mean	1613568.14	1324776.42	     0.00	1655155.45	1349828.26	1728804.04	1728366.24	413292.94	988955.61	
uic073.1	msa.1	max	4406494.09	3565177.24	     0.00	3427798.71	3018788.78	4406494.09	4009689.85	3222008.40	4406494.09	
uic073.1	msa.1	min	   800.33	   800.33	     0.00	 38802.41	   800.33	 28611.09	  1840.36	  2527.62	   800.33	
uic073.1	msa.1	stddev	841512.96	686923.39	     0.00	731437.18	655851.03	814249.62	1074758.12	300569.30	863835.30	
visa26	msa.1	mean	1871338.42	2033702.95	     0.00	     0.00	1505152.27	2045923.04	1919977.38	522210.25	1001834.90	
visa26	msa.1	max	4930772.14	3889070.89	     0.00	     0.00	3282061.85	3933601.18	4930772.14	3962726.29	4930772.14	
visa26	msa.1	min	  3416.47	  8518.66	     0.00	     0.00	  8518.66	 40989.77	  3416.47	   422.03	   422.03	
visa26	msa.1	stddev	964844.47	1164242.49	     0.00	     0.00	682410.58	951220.67	1120453.50	466761.37	942549.16	
visa28	msa.1	mean	1268651.38	1525775.34	     0.00	1138922.86	1073023.90	1266478.24	1508749.56	532746.75	696972.94	
visa28	msa.1	max	3454637.33	1911528.88	     0.00	2241155.61	2111190.16	2391399.40	3454637.33	3300909.93	3454637.33	
visa28	msa.1	min	  4792.59	1133206.90	     0.00	 19699.94	 15460.18	  4792.59	 17812.45	   441.01	   441.01	
visa28	msa.1	stddev	651388.26	151529.05	     0.00	532374.37	498708.42	598197.02	820935.24	328134.00	521744.61	
visa31	msa.1	mean	2115317.61	1030943.11	     0.00	2085180.66	2083299.00	2041402.09	2322887.39	543112.62	1203379.75	
visa31	msa.1	max	5593859.15	2597525.97	     0.00	5084085.05	5017489.29	5504588.27	5593859.15	4478028.47	5593859.15	
visa31	msa.1	min	  5909.98	 18185.65	     0.00	  3995.71	256702.41	  5909.98	  7050.68	    82.97	    82.97	
visa31	msa.1	stddev	1015487.30	467144.96	     0.00	1049355.71	721862.14	1091760.55	1172270.84	513295.09	1089962.17	
visa32.1	msa.1	mean	999823.94	     0.00	     0.00	     0.00	759634.28	1036624.99	1300554.33	623168.47	703338.02	
visa32.1	msa.1	max	3150664.56	     0.00	     0.00	     0.00	1649530.40	2532206.49	3150664.56	2100140.15	3150664.56	
visa32.1	msa.1	min	  3462.92	     0.00	     0.00	     0.00	  3462.92	127632.54	 40369.04	   336.07	   336.07	
visa32.1	msa.1	stddev	588227.73	     0.00	     0.00	     0.00	417149.39	505585.51	797587.77	302715.92	411428.61	
visa36	msa.1	mean	1141429.90	     0.00	     0.00	1130120.44	989500.55	1110511.63	1338466.60	431453.08	521309.18	
visa36	msa.1	max	2585238.91	     0.00	     0.00	2451558.68	1443591.80	2332327.00	2585238.91	2655813.41	2655813.41	
visa36	msa.1	min	  2491.31	     0.00	     0.00	  4187.28	114182.11	  2491.31	  3194.50	    21.04	    21.04	
visa36	msa.1	stddev	599974.61	     0.00	     0.00	577949.70	216385.01	586217.20	788577.53	294984.55	421049.97	
Allcases	study	mean	1.13322e+06	848701	0	763242	945588	1.15849e+06	1.31811e+06	445826	644728
Allcases	study	stddev	587916	346631	0	367986	428552	560572	669235	282055	502907
